Instituição,Cod.IBGE,UF,PODER,População,Conta,Valor
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",659290629.7
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),612309610.0
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),17159995000.0
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",978119715.0
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1029599700.0
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",926639730.0
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),723214416.0
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),7952574202.7
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",453296729.6
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",477154452.2
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",429439006.9
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),455842998.7
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),19727049222.7
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1124441805.7
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1183622953.4
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",1065260658.0
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),1057083512.5
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),6689897326.2
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",381324147.6
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",401393839.6
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",361254455.6
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),369075127.1
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),33316002510.4
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1899012143.1
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1998960150.6
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",1799064135.6
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),1502482150.3
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,RECEITA CORRENTE LIQUIDA - RCL (IV),49131341507.0
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",2800486465.9
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",2947880490.4
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",2653092441.4
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),2789767354.2
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),5646246176.2
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",321836032.0
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",338774770.6
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",304897293.5
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),302191040.7
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),2919517844.1
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",166412517.1
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",175171070.7
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",157653963.6
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),122639553.3
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),31616523126.5
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),31616523126.5
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1766098981.9
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",36042836.4
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1859051559.8
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",37939827.8
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",1673146403.9
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",34145845.0
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),1553791320.2
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),18713728.8
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),19795816098.7
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1128361517.6
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1187748965.9
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",1068974069.3
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),1033146628.9
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),141496348000.0
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),141496348000.0
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",7998081070.7
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",67210765.3
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",8419032706.0
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",70748174.0
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",7577129435.4
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",63673356.6
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),7003357768.9
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),44636635.4
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),6435301473.5
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",366812184.0
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",386118088.4
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",347506279.6
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),369804380.0
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),3906065810.2
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),3906065810.2
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",37107625.2
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",74215250.4
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",39060658.1
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",78121316.2
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",35154592.3
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",70309184.6
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),34883196.4
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),91279894.1
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,RECEITA CORRENTE LIQUIDA - RCL (IV),6340972892.2
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",60239243.4
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",63409729.9
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",57068756.9
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),93145438.0
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,RECEITA CORRENTE LIQUIDA - RCL (IV),10622700546.6
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,RECEITA CORRENTE LIQUIDA - RCL (IV),10622700546.6
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",144309386.9
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",158437578.7
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",151904617.8
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",166776398.6
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",136714156.0
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",150098758.7
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),144905447.3
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),155658561.4
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,RECEITA CORRENTE LIQUIDA - RCL (IV),3827160251.3
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,RECEITA CORRENTE LIQUIDA - RCL (IV),3827160251.3
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",42175306.0
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",72716044.8
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",44395058.9
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",76543205.0
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",39955553.0
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",68888884.5
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),39058216.2
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),70294321.1
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),27329461677.0
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),27329461677.0
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),27329461677.0
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",485507886.7
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",163566828.1
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",233666897.3
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",511060933.4
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",172175608.6
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",245965155.1
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",459954840.0
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",154958047.7
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",221368639.6
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),389543535.0
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),142117059.6
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),190415915.2
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),15573029856.0
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),15573029856.0
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),15573029856.0
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",91725145.9
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",65095264.8
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",346188453.7
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",96552785.1
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",68521331.4
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",364408898.6
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",86897506.6
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",61669198.2
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",327968008.8
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),79959099.1
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),57198313.7
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),246906839.9
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,RECEITA CORRENTE LIQUIDA - RCL (IV),18891180516.5
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,RECEITA CORRENTE LIQUIDA - RCL (IV),18891180516.5
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",233306079.4
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",305092565.3
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",245585346.7
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",321150068.8
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",221026812.0
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",289035061.9
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),188028482.2
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),286018392.5
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,RECEITA CORRENTE LIQUIDA - RCL (IV),11887670740.1
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,RECEITA CORRENTE LIQUIDA - RCL (IV),11887670740.1
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",191985882.5
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",146812733.6
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",202090402.6
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",154539719.6
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",181881362.3
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",139085747.7
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),147960927.5
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),100034823.7
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,RECEITA CORRENTE LIQUIDA - RCL (IV),10802513622.5
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,RECEITA CORRENTE LIQUIDA - RCL (IV),10802513622.5
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",217562624.4
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",90735297.0
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",229013288.8
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",95510839.0
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",206111959.9
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",85959755.1
Assembleia Legislativa do Estado do Maranhão,21,MA,Legislativo,6904241,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),214173260.0
Tribunal de Contas do Estado do Maranhão,21,MA,Legislativo,6904241,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),98766890.3
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,RECEITA CORRENTE LIQUIDA - RCL (IV),52887513009.4
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,RECEITA CORRENTE LIQUIDA - RCL (IV),52887513009.4
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",502431373.6
Assembleia Legislativa do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1004862747.2
Tribunal de Contas do Estado de Minas Gerais,31,MG,Legislativo,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",528875130.1
