Instituição,Cod.IBGE,UF,PODER,População,Conta,Valor
Tribunal de Justiça do Estado de Minas Gerais,31,MG,Judiciário,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","3,125,652,018.86"
Tribunal de Justiça Militar de Minas Gerais,31,MG,Judiciário,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","47,598,761.71"
Tribunal de Justiça do Estado de Minas Gerais,31,MG,Judiciário,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","2,813,086,816.97"
Tribunal de Justiça Militar de Minas Gerais,31,MG,Judiciário,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","42,838,885.54"
Tribunal de Justiça do Estado de Minas Gerais,31,MG,Judiciário,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"2,723,899,478.27"
Tribunal de Justiça Militar de Minas Gerais,31,MG,Judiciário,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"29,514,180.64"
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),"12,209,085,734.48"
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","695,917,886.87"
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","732,545,144.07"
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","659,290,629.66"
Tribunal de Justiça do Estado do Mato Grosso,51,MT,Judiciário,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"612,309,609.98"
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,RECEITA CORRENTE LIQUIDA - RCL (IV),"17,159,995,000.00"
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","978,119,715.00"
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,029,599,700.00"
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","926,639,730.00"
Tribunal de Justiça do Estado do Pará,15,PA,Judiciário,8175113,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"723,214,416.00"
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),"7,952,574,202.66"
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","453,296,729.55"
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","477,154,452.16"
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","429,439,006.94"
Tribunal de Justiça do Estado da Paraíba,25,PB,Judiciário,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"455,842,998.65"
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,727,049,222.66"
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,124,441,805.69"
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,183,622,953.36"
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","1,065,260,658.02"
Tribunal de Justiça do Estado de Pernambuco,26,PE,Judiciário,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"1,057,083,512.50"
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,689,897,326.15"
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","381,324,147.59"
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","401,393,839.57"
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","361,254,455.61"
Tribunal de Justiça do Estado do Piauí,22,PI,Judiciário,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"369,075,127.13"
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),"33,316,002,510.43"
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,899,012,143.10"
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,998,960,150.63"
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","1,799,064,135.57"
Tribunal de Justiça do Estado do Paraná,41,PR,Judiciário,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"1,502,482,150.28"
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,RECEITA CORRENTE LIQUIDA - RCL (IV),"49,131,341,507.00"
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","2,800,486,465.90"
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","2,947,880,490.42"
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","2,653,092,441.38"
Tribunal de Justiça do Estado do Rio de Janeiro,33,RJ,Judiciário,16550024,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"2,789,767,354.19"
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),"5,646,246,176.24"
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","321,836,032.04"
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","338,774,770.57"
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","304,897,293.51"
Tribunal de Justiça do Estado de Rondônia,11,RO,Judiciário,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"302,191,040.70"
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),"2,919,517,844.12"
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","166,412,517.12"
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","175,171,070.65"
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","157,653,963.59"
Tribunal de Justiça do Estado de Roraima,14,RR,Judiciário,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"122,639,553.25"
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),"31,616,523,126.47"
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),"31,616,523,126.47"
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,766,098,981.85"
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","36,042,836.36"
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,859,051,559.84"
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","37,939,827.75"
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","1,673,146,403.86"
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","34,145,844.98"
Tribunal de Justiça do Estado do Rio Grande do Sul,43,RS,Judiciário,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"1,553,791,320.22"
Tribunal de Justiça Militar do Rio Grande do Sul,43,RS,Judiciário,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"18,713,728.78"
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),"19,795,816,098.69"
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","1,128,361,517.62"
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","1,187,748,965.92"
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","1,068,974,069.33"
Tribunal de Justiça do Estado de Santa Catarina,42,SC,Judiciário,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"1,033,146,628.88"
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),"141,496,348,000.00"
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),"141,496,348,000.00"
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","7,998,081,070.70"
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","67,210,765.30"
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","8,419,032,706.00"
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","70,748,174.00"
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","7,577,129,435.40"
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","63,673,356.60"
Tribunal de Justiça do Estado de São Paulo,35,SP,Judiciário,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"7,003,357,768.87"
Tribunal de Justiça Militar de São Paulo,35,SP,Judiciário,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"44,636,635.40"
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,435,301,473.51"
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","366,812,183.99"
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","386,118,088.41"
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","347,506,279.57"
Tribunal de Justiça do Estado do Tocantins,17,TO,Judiciário,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"369,804,380.04"
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),"3,906,065,810.23"
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,RECEITA CORRENTE LIQUIDA - RCL (IV),"3,906,065,810.23"
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","37,107,625.20"
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","74,215,250.39"
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","39,060,658.10"
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","78,121,316.20"
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","35,154,592.29"
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","70,309,184.58"
Tribunal de Contas do Estado do Acre,12,AC,Legislativo,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"34,883,196.40"
Assembleia Legislativa do Estado do Acre,12,AC,Legislativo,803513,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"91,279,894.12"
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,RECEITA CORRENTE LIQUIDA - RCL (IV),"6,340,972,892.20"
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","60,239,243.42"
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","63,409,729.92"
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","57,068,756.93"
Tribunal de Contas do Estado de Alagoas,27,AL,Legislativo,3340932,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"93,145,438.00"
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,RECEITA CORRENTE LIQUIDA - RCL (IV),"10,622,700,546.63"
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,RECEITA CORRENTE LIQUIDA - RCL (IV),"10,622,700,546.63"
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","144,309,386.93"
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","158,437,578.65"
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","151,904,617.82"
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","166,776,398.58"
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","136,714,156.04"
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","150,098,758.72"
Tribunal de Contas do Estado do Amazonas,13,AM,Legislativo,3938336,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"144,905,447.27"
Assembleia Legislativa do Estado do Amazonas,13,AM,Legislativo,3938336,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"155,658,561.44"
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,RECEITA CORRENTE LIQUIDA - RCL (IV),"3,827,160,251.26"
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,RECEITA CORRENTE LIQUIDA - RCL (IV),"3,827,160,251.26"
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","42,175,305.96"
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","72,716,044.78"
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","44,395,058.91"
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","76,543,205.03"
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","39,955,553.02"
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","68,888,884.53"
Tribunal de Contas do Estado do Amapá,16,AP,Legislativo,766679,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"39,058,216.23"
Assembleia Legislativa do Estado do Amapá,16,AP,Legislativo,766679,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"70,294,321.12"
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),"27,329,461,676.97"
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),"27,329,461,676.97"
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,RECEITA CORRENTE LIQUIDA - RCL (IV),"27,329,461,676.97"
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","485,507,886.68"
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","163,566,828.13"
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","233,666,897.34"
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","511,060,933.35"
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","172,175,608.56"
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","245,965,155.09"
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","459,954,840.02"
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","154,958,047.70"
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","221,368,639.58"
Assembleia Legislativa do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"389,543,535.01"
Tribunal de Contas dos Municípios do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"142,117,059.56"
Tribunal de Contas do Estado da Bahia,29,BA,Legislativo,15203934,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"190,415,915.18"
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),"15,573,029,856.00"
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),"15,573,029,856.00"
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,RECEITA CORRENTE LIQUIDA - RCL (IV),"15,573,029,856.00"
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","91,725,145.85"
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","65,095,264.80"
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","346,188,453.70"
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","96,552,785.11"
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","68,521,331.37"
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","364,408,898.63"
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","86,897,506.60"
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","61,669,198.23"
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","327,968,008.77"
Tribunal de Contas dos Municípios do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"79,959,099.14"
Tribunal de Contas do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"57,198,313.69"
Assembleia Legislativa do Estado do Ceará,23,CE,Legislativo,8904459,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"246,906,839.94"
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,RECEITA CORRENTE LIQUIDA - RCL (IV),"18,891,180,516.45"
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,RECEITA CORRENTE LIQUIDA - RCL (IV),"18,891,180,516.45"
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","233,306,079.37"
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","305,092,565.34"
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","245,585,346.71"
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","321,150,068.78"
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","221,026,812.04"
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","289,035,061.90"
Tribunal de Contas do Distrito Federal,53,DF,Legislativo,2914830,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"188,028,482.21"
Câmara Legislativa do Distrito Federal,53,DF,Legislativo,2914830,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),"286,018,392.47"
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,RECEITA CORRENTE LIQUIDA - RCL (IV),"11,887,670,740.12"
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,RECEITA CORRENTE LIQUIDA - RCL (IV),"11,887,670,740.12"
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","191,985,882.45"
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)","146,812,733.64"
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","202,090,402.58"
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)","154,539,719.62"
Assembleia Legislativa do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","181,881,362.32"
Tribunal de Contas do Estado do Espírito Santo,32,ES,Legislativo,3929911,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)","139,085,747.66"
